Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Caracterización de la muestra,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,"587,4",Potasio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,1559,Magnesio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,484,Manganeso,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<3.0,Molibdeno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,87,Sodio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,14,Níquel,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<10,Plomo,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<12.5,Antimonio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<8.0,Selenio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<15,Talio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,"45,3",Vanadio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,"62,7",Zinc,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<20.3,Boro,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<7.5,Bismuto,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<12.5,Litio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,"396,2",Fósforo,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,"784,1",Silicio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<12.5,Estaño,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,"30,2",Estroncio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,"226,6",Titanio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU04,601338,9506256,87,18,WGS84,"Muestra puntual de suelo tomada a 86 m en dirección norte de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:22:00 AM,<0.10,Mercurio,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Acenafteno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Acenaftileno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Antraceno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Benzo (a) Antraceno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Benzo (a) Pireno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Benzo (b) Fluoranteno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,"Benzo (g,h,i) Perileno",mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Benzo (k) Fluoranteno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Criseno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,"Dibenzo (a,h) Antraceno",mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Fenantreno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Fluoranteno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Fluoreno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,"Indeno (1,2,3 cd) Pireno",mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Naftaleno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - PAHS,1/15/19,9:42:00 AM,<0.0054,Pireno,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - HTP,1/15/19,9:42:00 AM,<1.9,Fracciones de Hidrocarburos F1 (C6-C10),mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - HTP,1/15/19,9:42:00 AM,"45,7",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Ensayo por cromatografía - HTP,1/15/19,9:42:00 AM,"75,5",Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:42:00 AM,<3.0,Plata,mg/Kg
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Suelo,Suelo,Área de potencial interés,F01861-SU05,601358,9506176,82,18,WGS84,"Muestra puntual de suelo tomada a 3,6 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,15 m de la superficie del suelo.",Simple,,,Metales totales,1/15/19,9:42:00 AM,10022,Aluminio,mg/Kg
