Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000009,"Benzo (g,h,i) Perileno",mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000009,Benzo (k) Fluoranteno,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000013,Criseno,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000013,"Dibenzo (a,h) Antraceno",mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000016,Fenantreno,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000016,Fluoranteno,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000009,Fluoreno,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000016,"Indeno (1,2,3 cd) Pireno",mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000009,Naftaleno,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - PAHS,1/14/19,5:27:00 PM,<0.000009,Pireno,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Ensayo por cromatografía - HTP,1/14/19,5:27:00 PM,<0.0008,Hidrocarburos totales de petróleo (C8-C40),mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.000003,Plata,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"1,209",Aluminio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,00056",Arsénico,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.002,Boro,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,0264",Bario,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.00002,Berilio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.00002,Bismuto,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"1,66",Calcio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.00001,Cadmio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,0004",Cobalto,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.0001,Cromo Total,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,00415",Cobre,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"1,651",Hierro,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.00003,Mercurio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,61",Potasio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.0001,Litio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,74",Magnesio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,02879",Manganeso,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.00002,Molibdeno,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.006,Sodio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,0012",Níquel,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,076",Fósforo,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,0031",Plomo,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,00065",Antimonio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.0004,Selenio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"5,8",Silicio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.00003,Estaño,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,0217",Estroncio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,0454",Titanio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.00002,Talio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.000003,Uranio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,"0,0034",Vanadio,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG02,601300,9506293,76,18,WGS84,Punto ubicado en el río Tigre a 15 m de la orilla y a 120 m aguas arriba del punto de muestreo F01861-AG01.,Simple,Metales totales,1/14/19,5:27:00 PM,<0.0100,Zinc,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG03,601399,9506003,76,18,WGS84,Punto ubicado en el río Tigre a 20 m de la orilla y a 170 m aguas abajo del punto de muestreo F01861-AG01.,Simple,Fisico Químicos,1/14/19,6:19:00 PM,<0.100,Aceites y grasas,mg/L
INFORME N° 00055-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F01861,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F01861-AG03,601399,9506003,76,18,WGS84,Punto ubicado en el río Tigre a 20 m de la orilla y a 170 m aguas abajo del punto de muestreo F01861-AG01.,Simple,Aniones por Cromatografía Iónica,1/14/19,6:19:00 PM,"0,25",Cloruros,mg/L
