Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Sexo,Etapa,GrupoTamizaje,DetalleTamizaje,Casos
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,< 1,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,664
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,14
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12 - 14,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE DROGAS,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,43
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,80  +,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,5
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,6
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,16
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,80  +,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,37
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,14
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,29
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,28
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,10 - 11,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,17
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,6
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,15
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,11
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,80  +,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,193
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,22
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,46
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,248
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,34
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,2
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,16
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,60 - 79,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,15 - 17,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,10
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,9
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,12
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,12
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,41
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,2
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,21
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,59
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,28
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,63
2017,1,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,49
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,48
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,20
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,29
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,71
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,137
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,1,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,47
2017,1,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,77
2017,1,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,61
2017,1,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,1,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,13
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,462
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,20
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,25 - 29,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,2
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,6
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,39
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,22
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,80  +,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,2
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE TABACO,1
2017,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,1 - 4,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,12
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12 - 14,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,15 - 17,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,15
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,4
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,15 - 17,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,7
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,1,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12 - 14,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,15 - 17,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,30 - 39,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18 - 24,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,1,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,18 - 24,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,27
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,8
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,101
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,11
2017,1,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,15
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,6
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,12 - 14,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,11
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,6
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,29
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,191
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,10 - 11,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,24
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,1,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,117
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,6
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,1,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,165
